NYSE Stock Exchange
"Wednesday, August 20, 2014 5:32 PM"

Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
Brown-Forman Cl B,BFB,93.03,93.11,92.37,92.70,-0.30,-0.32,"245,141",97.15,66.41,1.16,1.25,30.00,22.67
Brown Shoe,BWS,29.47,29.95,29.43,29.83,0.14,0.47,"221,276",30.13,21.26,0.28,0.94,20.53,6.01
BRT Realty Trust,BRT,7.20,7.22,7.20,7.21,-0.00,-0.00,"2,246",7.66,6.85,...,...,...,1.98
Brunswick,BC,42.81,43.16,42.67,43.04,...,...,"395,360",47.69,35.40,0.50,1.16,5.06,-6.56
BT Group ADS,BT,62.71,62.80,62.53,62.65,-0.11,-0.18,"200,234",69.92,49.86,2.52,4.02,14.27,-0.76
Buckeye Partners,BPL,76.50,78.10,76.12,77.67,1.35,1.77,"425,322",84.91,62.00,4.45,5.73,72.48,9.38
Buckle Inc.,BKE,46.95,47.47,46.73,47.08,0.15,0.32,"299,448",54.76,41.45,0.88,1.87,13.85,-10.43
Build-A-Bear Workshop,BBW,11.43,11.74,11.32,11.70,0.21,1.83,"70,842",15.43,6.86,...,...,43.33,54.97
Bunge,BG,82.69,82.84,81.41,82.28,-0.61,-0.74,"853,165",84.18,73.12,1.36,1.65,144.33,0.21
Burger King Worldwide,BKW,26.69,26.96,26.51,26.94,0.24,0.90,"392,105",28.00,18.86,0.32,1.19,35.45,17.85
Burlington Stores,BURL,34.63,34.63,33.84,34.06,-0.72,-2.07,"368,670",35.00,21.54,...,...,...,6.44
C1 Financial,BNK,16.90,16.90,16.81,16.84,-0.01,-0.06,"23,144",18.00,16.66,...,...,...,-0.94
Cabela's,CAB,61.21,62.09,61.02,61.98,0.46,0.75,"349,478",72.53,56.02,...,...,22.06,-7.02
Cablevision Systems,CVC,18.40,18.55,18.29,18.34,-0.13,-0.70,"1,195,220",20.41,14.65,0.60,3.27,9.03,2.29
Cabot,CBT,54.25,54.47,53.98,54.29,-0.10,-0.18,"179,838",61.46,39.14,0.88,1.62,16.40,5.62
Cabot Oil&Gas,COG,32.83,33.44,32.60,33.35,0.36,1.09,"4,229,070",41.78,31.79,0.08,0.24,37.06,-13.96
CACI International Cl A,CACI,70.11,70.69,69.59,70.40,0.16,0.23,"316,313",80.77,66.09,...,...,12.01,-3.85
CAE,CAE,12.19,12.31,12.16,12.28,0.05,0.41,"57,372",13.99,10.41,0.26,2.08,17.06,-3.61
CAI International,CAP,19.62,19.65,19.21,19.46,-0.33,-1.67,"82,820",25.30,18.37,...,...,7.37,-17.44
Cal Dive International,DVR,0.78,0.79,0.76,0.79,0.01,1.73,"601,879",2.17,0.68,...,...,...,-60.72
Calgon Carbon,CCC,21.39,21.39,20.89,20.98,-0.48,-2.24,"179,036",23.13,17.09,...,...,23.57,1.99
California Water Service Group,CWT,24.32,24.34,23.86,24.01,-0.37,-1.52,"94,533",24.78,18.87,0.65,2.71,24.50,4.07
Calix,CALX,9.85,10.16,9.73,10.16,0.23,2.32,"475,005",13.98,7.12,...,...,...,5.39
Callaway Golf,ELY,7.59,7.59,7.38,7.39,-0.19,-2.51,"1,585,538",10.35,6.76,0.04,0.54,...,-12.34
Callon Petroleum,CPE,9.33,9.57,9.20,9.51,0.17,1.82,"633,667",12.09,4.13,...,...,123.19,45.64
Calpine,CPN,22.39,22.59,22.26,22.57,0.13,0.58,"1,483,721",24.24,18.46,...,...,29.70,15.68
Cambrex,CBM,21.68,21.79,21.38,21.53,-0.29,-1.33,"110,733",23.88,12.56,...,...,19.94,20.75
Camden Property Trust,CPT,74.70,75.13,74.19,75.04,0.30,0.40,"530,068",75.13,56.09,2.64,3.52,45.27,31.93
Cameco,CCJ,20.25,20.63,20.18,20.56,0.32,1.58,"1,021,287",25.84,17.27,0.37,1.80,24.52,-1.01
Cameron International,CAM,71.76,73.00,71.65,72.93,0.78,1.08,"2,272,680",74.53,52.50,...,...,21.90,22.51
Campbell Soup,CPB,44.10,44.33,43.97,44.22,0.11,0.25,"570,368",46.67,38.30,1.25,2.82,31.94,2.17
Campus Crest Communities,CCG,8.31,8.33,8.23,8.26,-0.03,-0.36,"1,079,579",11.36,7.72,0.66,7.99,...,-12.22
Canadian Imperial Bank of Commerce,CM,94.26,95.13,94.10,94.93,0.88,0.94,"148,485",95.13,74.96,3.68,3.88,12.14,11.15
Canadian National Railway,CNI,68.53,69.55,68.43,69.48,0.91,1.33,"644,789",69.75,46.71,0.93,1.34,20.56,21.85
Canadian Natural Resources,CNQ,41.96,42.13,41.44,42.06,0.13,0.31,"1,465,549",46.65,29.08,0.82,1.96,14.02,24.29
Canadian Pacific Railway,CP,197.52,200.51,197.11,200.22,2.49,1.26,"522,502",200.51,115.54,1.30,0.65,33.94,32.32
Canon ADS,CAJ,33.12,33.15,33.02,33.04,-0.32,-0.96,"165,902",33.96,28.67,...,...,15.01,3.25
Cantel Medical,CMN,34.78,35.27,34.68,35.18,0.21,0.60,"84,224",38.04,25.45,0.09,0.26,33.83,3.75
Capital One Financial,COF,80.45,81.02,80.26,80.92,0.44,0.55,"2,140,751",85.39,63.65,1.20,1.48,10.91,5.63
Capital One Financia Wt,COF%,38.71,39.20,38.68,39.20,0.52,1.34,"6,116",43.25,24.33,...,...,...,10.61
Capital Senior Living,CSU,22.76,22.79,22.51,22.71,-0.12,-0.53,"170,126",26.89,19.87,...,...,...,-5.34
Capstead Mortgage,CMO,13.04,13.10,13.00,13.06,0.03,0.23,"829,657",13.43,11.25,1.36,10.41,10.05,8.11
CARBO Ceramics,CRR,107.42,107.42,104.60,105.48,-1.93,-1.80,"576,809",156.00,81.01,1.32,1.25,26.28,-9.48
Cardinal Health,CAH,72.45,72.60,72.15,72.48,-0.12,-0.17,"1,687,222",74.40,49.65,1.37,1.89,21.19,8.49
Care.com,CRCM,9.13,9.25,9.00,9.19,0.02,0.22,"77,655",29.25,8.35,...,...,...,-62.18
CareFusion,CFN,44.91,45.04,44.66,44.91,-0.02,-0.04,"643,931",45.81,35.01,...,...,22.57,12.78
Carlisle,CSL,81.99,82.58,81.89,82.46,0.21,0.26,"143,808",88.36,65.85,1.00,1.21,20.56,3.85
CarMax,KMX,50.62,51.37,50.51,51.25,0.29,0.57,"780,544",53.70,42.54,...,...,22.00,9.00
Carnival,CCL,37.56,37.78,37.46,37.74,0.19,0.51,"1,345,387",41.89,31.44,1.00,2.65,26.77,-6.05
Carnival ADS,CUK,37.69,38.00,37.69,37.98,0.18,0.48,"53,115",42.77,32.33,1.00,2.63,26.94,-8.37
Carpenter Technology,CRS,54.33,54.55,54.01,54.52,0.08,0.15,"217,394",67.00,52.51,0.72,1.32,21.98,-12.35
Carriage Services,CSV,18.41,18.53,18.21,18.41,-0.04,-0.22,"60,485",22.48,15.25,0.10,0.54,...,-5.73
Carters,CRI,81.56,82.38,81.52,82.32,0.41,0.50,"495,355",82.38,64.19,0.76,0.92,28.58,14.67
Cash America International,CSH,46.44,46.66,45.86,45.87,-0.62,-1.33,"440,447",48.30,34.80,0.14,0.31,9.32,19.77
Castlight Health Cl B,CSLT,11.30,11.34,10.56,11.12,-0.23,-2.03,"1,230,988",41.95,10.05,...,...,...,-72.06
Catalent,CTLT,20.51,20.75,20.50,20.58,-0.05,-0.24,"291,124",21.20,19.30,...,...,...,2.95
CatchMark Timber Trust,CTT,12.07,12.16,11.99,12.14,...,...,"118,311",14.40,11.56,0.50,4.12,...,-12.97
Caterpillar Inc.,CAT,107.39,108.15,107.20,107.70,0.40,0.37,"4,475,698",111.46,81.46,2.80,2.60,17.60,18.60
Cato Cl A,CATO,34.07,34.07,33.42,34.00,-0.12,-0.35,"152,899",34.75,25.03,1.20,3.53,18.38,6.92
CBIZ Inc,CBZ,8.53,8.53,8.42,8.49,-0.07,-0.82,"130,990",9.45,6.54,...,...,5.19,-6.91
CBL&Associates Properties,CBL,19.19,19.37,19.09,19.31,0.13,0.68,"951,376",20.66,16.00,0.98,5.08,36.04,7.52
CBRE Group,CBG,31.75,32.05,31.73,31.90,0.15,0.47,"1,697,933",33.77,21.38,...,...,27.26,21.29
CBS Cl A,CBSA,60.70,60.90,60.69,60.69,-0.06,-0.10,"2,805",68.00,50.69,0.60,0.99,20.78,-4.64
CBS Cl B,CBS,60.47,60.72,60.19,60.43,-0.31,-0.51,"3,840,179",68.10,50.51,0.60,0.99,20.69,-5.19
CBS Outdoor Americas,CBSO,34.12,34.53,34.08,34.28,-0.01,-0.03,"795,889",35.69,27.88,1.48,4.32,...,16.20
CDI,CDI,15.17,15.23,15.00,15.03,-0.28,-1.83,"24,727",19.19,12.91,0.52,3.46,21.78,-18.89
Cedar Fair,FUN,51.70,51.70,51.09,51.44,-0.17,-0.33,"128,977",55.77,41.96,2.80,5.44,21.98,3.75
Cedar Realty Trust,CDR,6.49,6.49,6.42,6.46,-0.03,-0.46,"105,747",6.79,4.77,0.20,3.10,284.58,3.19
Celadon Group,CGI,21.46,21.46,20.99,21.09,-0.42,-1.95,"164,886",24.68,16.63,0.08,0.38,15.86,8.26
Celanese Series A,CE,60.60,61.47,60.49,61.34,0.74,1.22,"779,076",66.35,48.62,1.00,1.63,7.52,10.90
Celestica,CLS,10.86,11.07,10.86,10.92,0.04,0.37,"160,364",13.01,9.05,...,...,11.93,5.00
Cellcom Israel,CEL,11.63,11.66,11.53,11.59,-0.08,-0.69,"27,274",14.07,10.10,0.96,8.30,11.66,-16.74
Cementos Pacasmayo ADS,CPAC,9.40,9.59,9.38,9.43,-0.01,-0.11,"7,917",13.48,8.15,0.18,1.89,...,-20.35
Cemex ADS,CX,12.86,12.90,12.81,12.87,0.03,0.23,"4,233,604",13.81,9.43,...,...,...,13.14
Cencosud ADS,CNCO,9.09,9.14,9.03,9.08,-0.09,-0.98,"36,717",13.70,7.82,0.14,1.51,17.83,-16.62
Cenovus Energy,CVE,30.73,30.83,30.44,30.79,0.09,0.29,"576,491",32.64,25.52,0.98,3.20,21.42,7.47
Centene,CNC,75.04,76.09,74.80,76.05,0.65,0.86,"310,671",81.98,54.12,...,...,23.12,29.01
CenterPoint Energy,CNP,24.83,24.91,24.53,24.73,0.08,0.32,"2,563,792",25.75,22.46,0.95,3.84,19.17,6.69
Centrais Eletricas Brasileiras ADS,EBR,3.10,3.18,3.08,3.18,0.11,3.58,"981,895",3.62,1.95,...,...,...,22.78
Central Pacific Financial,CPF,17.50,17.50,17.22,17.35,-0.23,-1.31,"70,777",20.75,16.75,0.40,2.31,18.07,-13.60
Century Communities,CCS,21.33,21.74,21.18,21.31,-0.16,-0.75,"37,085",23.40,18.86,...,...,26.47,0.28
CenturyLink,CTL,40.76,40.93,40.50,40.79,0.13,0.32,"3,013,342",45.67,27.93,2.16,5.30,...,28.07
Cenveo,CVO,3.25,3.30,3.06,3.07,-0.20,-6.12,"820,642",3.92,2.47,...,...,...,-10.76
CF Industries Holdings,CF,256.48,257.61,254.30,257.46,0.90,0.35,"359,944",267.76,187.71,6.00,2.33,8.91,10.48
CGG ADS,CGG,8.92,9.03,8.92,9.01,0.16,1.83,"19,360",25.85,8.38,...,...,...,-48.07
CGI Group Cl A,GIB,33.86,34.36,33.68,34.33,0.60,1.78,"157,389",39.47,29.40,...,...,13.44,2.60
Chambers Street Properties,CSG,7.93,7.94,7.85,7.88,-0.08,-1.01,"539,471",9.55,7.16,0.50,6.40,203.62,3.01
ChannelAdvisor,ECOM,15.77,17.00,15.58,16.57,0.59,3.69,"882,534",49.90,15.31,...,...,...,-60.27
Charles River Laboratories International,CRL,59.64,59.64,59.01,59.47,-0.21,-0.35,"207,510",62.50,44.12,...,...,23.98,12.12
Charles Schwab,SCHW,27.83,28.45,27.79,28.35,0.52,1.87,"5,741,268",29.13,20.44,0.24,0.85,30.82,9.04
Chatham Lodging Trust,CLDT,23.22,23.36,22.90,23.11,-0.19,-0.82,"279,996",23.50,17.57,0.96,4.15,9.32,13.01
CHC Group,HELI,6.25,6.26,6.13,6.17,-0.09,-1.44,"56,317",10.25,5.88,...,...,...,-37.04
Checkpoint Systems,CKP,13.82,13.89,13.47,13.57,-0.28,-2.02,"86,319",18.25,11.93,...,...,58.07,-13.95
Cheetah Mobile ADS,CMCM,27.00,27.85,26.26,26.79,0.13,0.49,"1,217,708",30.37,12.50,...,...,...,90.00
Chegg,CHGG,7.32,7.32,6.84,6.98,-0.38,-5.16,"586,371",11.25,4.82,...,...,...,-17.98
Chemed,CHE,102.62,102.94,102.00,102.56,-0.32,-0.31,"225,470",103.50,64.16,0.88,0.86,21.15,33.86
Chemtura Corp.,CHMT,24.45,24.52,24.25,24.35,-0.20,-0.81,"464,892",28.17,21.79,...,...,81.28,-12.79
Cherry Hill Mortgage Investment,CHMI,19.77,19.77,19.54,19.68,-0.02,-0.10,"67,074",20.56,17.13,2.04,10.37,6.10,10.56
Chesapeake Energy,CHK,25.90,26.37,25.80,26.33,0.18,0.69,"5,779,642",29.92,22.63,0.35,1.33,33.33,2.57
Chesapeake Granite Wash Trust,CHKR,10.35,10.38,10.02,10.10,-0.30,-2.88,"570,509",15.00,9.60,2.32,22.95,4.71,-4.72
Chesapeake Lodging Trust,CHSP,30.29,30.56,29.99,30.43,0.10,0.33,"311,319",31.07,21.72,1.20,3.94,33.81,20.32
Chesapeake Utilities,CPK,69.87,69.87,69.06,69.63,-0.16,-0.23,"19,578",73.09,50.53,1.08,1.55,18.47,16.01
Chevron,CVX,127.25,127.60,126.78,127.49,-0.14,-0.11,"3,214,266",135.10,109.27,4.28,3.36,12.07,2.07
Chicago Bridge&Iron,CBI,60.65,62.56,60.65,62.38,1.74,2.87,"2,515,192",89.22,57.54,...,...,12.23,-24.97
Chico's Fas,CHS,15.45,15.67,15.45,15.63,0.20,1.30,"1,613,084",19.84,14.80,0.30,1.92,44.93,-17.04
Chimera Investment,CIM,3.25,3.26,3.24,3.24,...,...,"2,698,685",3.34,2.89,0.36,11.11,9.52,4.52
China Cord Blood,CO,4.52,4.55,4.48,4.53,-0.02,-0.44,"17,589",5.70,3.30,...,...,15.39,12.97
China Digital TV Holding ADS,STV,4.34,4.53,4.10,4.10,-0.49,-10.68,"737,658",5.00,1.35,...,...,11.61,135.63
China Distance Education Holdings ADS,DL,16.92,16.92,16.36,16.76,-0.15,-0.89,"96,162",28.75,9.30,...,...,36.25,-10.33
China Eastern Airlines ADS,CEA,16.84,16.90,16.80,16.85,-0.03,-0.18,"12,418",21.19,14.85,...,...,11.00,-12.42
China Green Agriculture,CGA,2.29,2.29,2.21,2.23,-0.04,-1.76,"81,671",5.10,1.90,...,...,1.84,-38.40
China Life Insurance ADS,LFC,44.25,44.59,44.25,44.35,-0.67,-1.49,"134,804",49.65,36.31,0.72,1.63,22.95,-6.14
China Ming Yang Wind Power Group ADS,MY,3.11,3.13,3.07,3.11,...,...,"558,951",4.34,1.60,...,...,...,26.94
China Mobile ADS,CHL,60.85,61.26,60.76,61.17,-0.04,-0.07,"939,037",62.20,41.35,2.08,3.41,13.14,16.98
China Nepstar Chain Drugstore ADS,NPD,2.25,2.28,2.25,2.25,-0.02,-0.88,"8,056",3.49,1.51,0.32,14.22,...,22.28
China New Borun,BORN,3.12,3.14,2.86,2.89,-0.21,-6.77,"310,152",4.40,1.18,...,...,4.29,15.60
China Petroleum&Chemical ADS,SNP,98.43,98.99,98.34,98.79,-1.04,-1.04,"98,562",100.17,71.63,4.87,4.93,10.84,20.23
China Southern Airlines ADS,ZNH,17.36,17.41,17.31,17.37,0.04,0.23,"15,605",22.19,14.47,0.32,1.86,11.58,-12.01
China Telecom ADS,CHA,55.13,55.26,55.00,55.15,-0.26,-0.47,"21,012",56.36,40.25,1.23,2.22,15.08,9.06
China Unicom (Hong Kong) ADS,CHU,17.02,17.04,16.94,17.00,-0.18,-1.05,"208,682",17.61,11.71,0.26,1.53,20.88,12.88
China Xiniya Fashion ADS,XNY,0.80,0.80,0.77,0.77,-0.01,-1.15,"7,049",2.19,0.72,...,...,2.94,-41.15
China Yuchai International,CYD,20.62,20.95,20.46,20.50,-0.08,-0.39,"19,927",26.39,18.39,...,...,6.63,-1.77
China Zenix Auto International ADS,ZX,2.26,2.40,2.26,2.33,0.05,2.19,"72,738",4.27,2.05,0.06,2.58,3.05,-10.38
Chipotle Mexican Grill Cl,CMG,680.76,680.76,675.02,678.41,-2.67,-0.39,"305,800",689.45,398.00,...,...,59.04,27.33
Chiquita Brands International,CQB,13.71,13.86,13.68,13.71,-0.05,-0.36,"871,149",14.00,9.24,...,...,...,17.18
Choice Hotels International,CHH,51.30,51.54,51.15,51.50,0.16,0.31,"72,078",51.54,37.94,0.74,1.44,24.29,4.87
Christopher&Banks,CBK,9.46,9.63,9.31,9.55,0.04,0.42,"131,730",10.13,5.29,...,...,39.79,11.83
Chubb,CB,90.37,90.59,90.04,90.53,0.17,0.19,"661,226",97.79,82.80,2.00,2.21,11.08,-6.31
Chunghwa Telecom ADS,CHT,31.01,31.11,31.00,31.10,0.09,0.29,"35,066",32.46,29.07,0.80,2.56,17.74,0.45
Church&Dwight,CHD,67.87,68.20,67.67,68.00,...,...,"358,097",70.71,56.36,1.24,1.82,23.94,2.60
Ciber,CBR,3.81,3.86,3.74,3.77,-0.07,-1.82,"161,081",5.09,3.08,...,...,...,-8.94
Ciena,CIEN,19.18,19.57,19.16,19.53,0.26,1.35,"1,868,801",27.93,18.00,...,...,...,-18.39
Cigna,CI,93.56,93.99,93.02,93.95,0.27,0.29,"565,604",97.28,72.64,0.04,0.04,12.64,7.40
Cimarex Energy,XEC,135.43,135.68,133.77,134.92,-0.32,-0.24,"959,552",150.71,78.16,0.64,0.47,18.73,28.61
Cincinnati Bell,CBB,3.73,3.73,3.66,3.69,-0.04,-1.07,"501,474",4.13,2.62,...,...,8.39,3.65
Cinemark Holdings,CNK,35.85,35.99,35.73,35.92,-0.01,-0.03,"271,852",36.51,27.29,1.00,2.78,20.46,7.77
Circor International,CIR,70.64,70.73,69.65,69.81,-1.13,-1.59,"87,292",83.37,55.34,0.15,0.21,23.12,-13.58
CIT Group,CIT,48.64,48.64,48.20,48.41,-0.18,-0.37,"665,905",52.72,41.06,0.60,1.24,23.56,-7.14
Citigroup,C,49.63,49.92,49.46,49.80,0.10,0.20,"9,021,366",55.28,45.18,0.04,0.08,16.33,-4.43
Citigroup Inc. Wt 2018,C%B,0.03,0.03,0.03,0.03,...,1.80,"12,500",0.11,0.03,...,...,...,-45.23
Citigroup Inc. Wt 2019,C%A,0.73,0.75,0.73,0.74,0.01,1.37,"1,066,404",0.81,0.57,...,...,...,13.85
Citizens Cl A,CIA,7.15,7.19,6.97,7.09,-0.13,-1.80,"34,322",9.47,5.90,...,...,69.17,-18.97
City National,CYN,74.19,74.71,73.79,74.52,0.05,0.07,"202,374",81.34,64.20,1.32,1.77,18.09,-5.93
City Office REIT,CIO,12.65,12.91,12.51,12.78,0.13,1.03,"19,440",13.12,11.91,...,...,...,3.06
Civeo,CVEO,24.73,24.96,24.61,24.80,-0.05,-0.20,"1,039,428",28.40,21.00,...,...,...,8.77
